,01,02,03,04,05,06,07,League,Points
0001201310002,RB,QB,NaN,RB,NaN,NaN,,201310002,0.5144185464060986
0002201310002,NaN,WR,RB,WR,WR,RB,,201310002,-0.4995938044347427
0003201310002,NaN,NaN,WR,TE,QB,WR,,201310002,-1.5847649167380993
0004201310002,RB,RB,WR,NaN,NaN,RB,,201310002,-0.41064535260659873
0005201310002,RB,WR,QB,WR,NaN,RB,,201310002,0.6656309145139434
0006201310002,RB,WR,NaN,WR,QB,NaN,,201310002,0.8257381278046027
0007201310002,NaN,RB,WR,WR,TE,NaN,,201310002,0.9413711151811898
0008201310002,NaN,WR,RB,QB,WR,RB,,201310002,0.3187319523841819
0009201310002,RB,WR,NaN,RB,NaN,NaN,,201310002,1.2971649224937656
0010201310002,NaN,NaN,WR,NaN,NaN,WR,,201310002,-1.3623937871677392
0011201310002,RB,NaN,NaN,RB,NaN,QB,,201310002,-1.558080381189656
0012201310002,WR,TE,TE,QB,WR,NaN,,201310002,0.8524226633530458
0001201310002,RB,QB,NaN,RB,NaN,NaN,,201310002,0.5144185464060986
0002201310002,NaN,WR,RB,WR,WR,RB,,201310002,-0.4995938044347427
0003201310002,NaN,NaN,WR,TE,QB,WR,,201310002,-1.5847649167380993
0004201310002,RB,RB,WR,NaN,NaN,RB,,201310002,-0.41064535260659873
0005201310002,RB,WR,QB,WR,NaN,RB,,201310002,0.6656309145139434
0006201310002,RB,WR,NaN,WR,QB,NaN,,201310002,0.8257381278046027
0007201310002,NaN,RB,WR,WR,TE,NaN,,201310002,0.9413711151811898
0008201310002,NaN,WR,RB,QB,WR,RB,,201310002,0.3187319523841819
0009201310002,RB,WR,NaN,RB,NaN,NaN,,201310002,1.2971649224937656
0010201310002,NaN,NaN,WR,NaN,NaN,WR,,201310002,-1.3623937871677392
0011201310002,RB,NaN,NaN,RB,NaN,QB,,201310002,-1.558080381189656
0012201310002,WR,TE,TE,QB,WR,NaN,,201310002,0.8524226633530458
0001201310003,RB,TE,RB,RB,QB,WR,,201310003,0.6587870893286906
0002201310003,NaN,WR,RB,WR,QB,RB,,201310003,-0.9466604392874461
0003201310003,WR,NaN,QB,RB,NaN,WR,,201310003,0.6920032450931625
0004201310003,NaN,NaN,QB,RB,WR,NaN,,201310003,-0.40412989513440684
0005201310003,WR,WR,NaN,NaN,NaN,RB,,201310003,0.9909486469734086
0006201310003,RB,WR,RB,RB,QB,WR,,201310003,-0.16054475286161368
0007201310003,RB,WR,NaN,TE,NaN,QB,,201310003,-1.2566778930891829
0008201310003,RB,WR,WR,RB,QB,NaN,,201310003,-0.20483296054757608
0009201310003,RB,RB,NaN,WR,TE,NaN,,201310003,1.9099289564571282
0010201310003,NaN,QB,NaN,WR,NaN,RB,,201310003,-1.865640748771166
0011201310003,RB,RB,QB,WR,NaN,WR,,201310003,0.5148504143493129
0012201310003,RB,RB,NaN,TE,NaN,QB,,201310003,0.0719683374896889
0001201010005,NaN,NaN,NaN,NaN,TE,NaN,,201010005,2.5298221281347035
0002201010005,QB,NaN,TE,NaN,NaN,NaN,,201010005,0.0
0003201010005,QB,RB,RB,WR,WR,WR,,201010005,-1.2649110640673518
0004201010005,QB,RB,NaN,NaN,WR,NaN,,201010005,-0.6324555320336759
0005201010005,QB,NaN,QB,NaN,NaN,NaN,,201010005,0.0
0006201010005,NaN,QB,NaN,WR,NaN,NaN,,201010005,-0.6324555320336759
0007201010005,RB,NaN,NaN,NaN,NaN,NaN,,201010005,1.8973665961010275
0008201010005,NaN,WR,NaN,NaN,NaN,QB,,201010005,0.0
0009201010005,NaN,NaN,NaN,TE,WR,NaN,,201010005,1.2649110640673518
0010201010005,RB,NaN,NaN,RB,NaN,NaN,,201010005,-0.6324555320336759
0011201010005,NaN,QB,WR,NaN,TE,NaN,,201010005,0.0
0012201010005,NaN,NaN,QB,WR,RB,NaN,,201010005,-0.6324555320336759
0013201010005,RB,QB,NaN,NaN,NaN,TE,,201010005,-0.6324555320336759
0014201010005,NaN,NaN,QB,NaN,NaN,NaN,,201010005,0.0
0015201010005,NaN,NaN,RB,NaN,RB,NaN,,201010005,-0.6324555320336759
0016201010005,RB,WR,NaN,NaN,NaN,NaN,,201010005,-0.6324555320336759
0011201110005,QB,RB,WR,NaN,WR,NaN,,201110005,0.057831493196624124
0012201110005,NaN,RB,WR,NaN,NaN,NaN,,201110005,-0.6361464251628641
0001201210005,WR,RB,QB,NaN,WR,NaN,,201210005,0.7079832285913933
0002201210005,NaN,RB,NaN,NaN,QB,NaN,,201210005,0.23854570044430728
0003201210005,NaN,WR,NaN,RB,NaN,RB,,201210005,0.38141799161950735
0004201210005,RB,NaN,WR,NaN,NaN,NaN,,201210005,0.6518548284868504
0005201210005,QB,TE,NaN,NaN,NaN,NaN,,201210005,0.4579567190347931
0006201210005,RB,RB,WR,NaN,NaN,QB,,201210005,0.7845219560066791
0007201210005,NaN,RB,WR,QB,WR,QB,,201210005,-0.39417444618872166
0008201210005,RB,NaN,NaN,NaN,NaN,WR,,201210005,0.9427019926649363
0009201210005,QB,RB,NaN,WR,WR,NaN,,201210005,-1.776974121491551
0010201210005,RB,QB,WR,WR,TE,RB,,201210005,0.3252895915149645
0011201210005,QB,WR,RB,NaN,WR,NaN,,201210005,0.07526308195836433
0012201210005,RB,TE,NaN,NaN,QB,WR,,201210005,-2.394386522641523
0001201310005,NaN,WR,WR,QB,RB,RB,,201310005,0.8781709157953141
0002201310005,RB,NaN,NaN,NaN,RB,NaN,,201310005,-1.0176933977441025
0003201310005,NaN,NaN,RB,QB,NaN,NaN,,201310005,0.9151033374876405
0004201310005,WR,RB,QB,WR,TE,NaN,,201310005,-0.8699637109747973
0005201310005,RB,NaN,RB,NaN,WR,QB,,201310005,0.5827115422567037
0006201310005,RB,RB,RB,NaN,TE,QB,,201310005,1.1859410965647
0007201310005,RB,TE,WR,WR,WR,QB,,201310005,-1.0176933977441025
0008201310005,RB,QB,NaN,NaN,NaN,NaN,,201310005,-1.0300042049748779
0009201310005,RB,RB,RB,WR,RB,QB,,201310005,-1.0176933977441025
0010201310005,RB,WR,RB,NaN,QB,WR,,201310005,-0.9438285543594499
0011201310005,RB,NaN,WR,WR,TE,QB,,201310005,1.3952248194878822
0012201310005,NaN,WR,WR,TE,QB,NaN,,201310005,0.9397249519491914
0001201510005,RB,QB,WR,NaN,WR,RB,,201510005,-0.28649186545314687
0002201510005,RB,WR,RB,RB,NaN,QB,,201510005,-0.37602057340725525
0003201510005,RB,WR,QB,RB,WR,TE,,201510005,-0.46554928136136364
0004201510005,RB,WR,TE,QB,RB,WR,,201510005,-0.46554928136136364
0005201510005,WR,WR,NaN,RB,QB,TE,,201510005,-0.46554928136136364
0006201510005,RB,RB,WR,WR,NaN,TE,,201510005,0.608795214087937
0007201510005,RB,RB,WR,WR,QB,RB,,201510005,-0.46554928136136364
0008201510005,RB,WR,WR,QB,RB,TE,,201510005,2.847012912940647
0009201510005,WR,TE,RB,WR,QB,RB,,201510005,-0.46554928136136364
0010201510005,RB,QB,WR,WR,RB,TE,,201510005,-0.46554928136136364
0001201010008,QB,NaN,NaN,NaN,RB,NaN,,201010008,-0.29368094007888385
0002201010008,NaN,QB,NaN,NaN,NaN,NaN,,201010008,-0.3072702894912744
0003201010008,NaN,NaN,WR,WR,RB,NaN,,201010008,-0.28462137380395686
0004201010008,NaN,NaN,NaN,NaN,QB,NaN,,201010008,-0.3072702894912744
0005201010008,NaN,NaN,NaN,NaN,NaN,NaN,,201010008,-0.3027405063538109
0006201010008,RB,NaN,TE,NaN,NaN,NaN,,201010008,-0.3072702894912744
0007201010008,NaN,NaN,QB,NaN,NaN,NaN,,201010008,-0.3027405063538109
0008201010008,RB,NaN,NaN,NaN,NaN,NaN,,201010008,-0.3027405063538109
0009201010008,RB,TE,WR,NaN,NaN,NaN,,201010008,3.316556220479529
0010201010008,NaN,NaN,NaN,WR,TE,NaN,,201010008,-0.3027405063538109
0011201010008,WR,WR,NaN,WR,NaN,NaN,,201010008,-0.29821072321634734
0012201010008,NaN,NaN,TE,NaN,NaN,NaN,,201010008,-0.3072702894912744
0001200810012,NaN,QB,WR,NaN,TE,NaN,,200810012,0.29382135394459824
0002200810012,NaN,NaN,NaN,NaN,NaN,NaN,,200810012,-0.8742976873473411
0003200810012,NaN,NaN,NaN,NaN,NaN,QB,,200810012,0.25082310702587657
0004200810012,QB,NaN,NaN,NaN,NaN,NaN,,200810012,-1.1107880454003105
0005200810012,RB,NaN,NaN,NaN,WR,NaN,,200810012,0.37981784778204164
0006200810012,NaN,NaN,WR,QB,NaN,NaN,,200810012,-1.2469491606429293
0007200810012,NaN,NaN,NaN,NaN,NaN,QB,,200810012,-1.0964552964274032
0008200810012,NaN,NaN,NaN,TE,NaN,NaN,,200810012,0.9817933046441454
0009200810012,NaN,NaN,QB,NaN,NaN,NaN,,200810012,0.45148159264657783
0010200810012,NaN,NaN,NaN,NaN,NaN,QB,,200810012,1.547936889073981
0011200810012,QB,NaN,NaN,NaN,NaN,NaN,,200810012,-0.8241330659421658
0012200810012,RB,QB,NaN,RB,NaN,NaN,,200810012,0.0859964938374434
0013200810012,NaN,NaN,QB,NaN,NaN,NaN,,200810012,-0.8384658149150731
0014200810012,RB,NaN,WR,NaN,RB,NaN,,200810012,1.999418481720559
0001201410012,RB,RB,WR,WR,WR,QB,,201410012,0.5000000000000001
0002201410012,RB,WR,TE,NaN,NaN,WR,,201410012,-0.33333333333333326
0003201410012,WR,WR,QB,RB,NaN,NaN,,201410012,-1.1666666666666667
0004201410012,QB,WR,RB,NaN,NaN,TE,,201410012,-0.33333333333333326
0005201410012,QB,WR,TE,RB,WR,NaN,,201410012,-0.33333333333333326
0006201410012,NaN,RB,WR,RB,NaN,TE,,201410012,-0.33333333333333326
0007201410012,RB,WR,RB,RB,WR,QB,,201410012,1.3333333333333335
0008201410012,QB,WR,NaN,RB,NaN,RB,,201410012,-0.33333333333333326
0009201410012,RB,WR,QB,RB,TE,NaN,,201410012,2.166666666666667
0010201410012,TE,QB,NaN,NaN,WR,WR,,201410012,-1.1666666666666667
0001201510012,RB,RB,TE,QB,QB,WR,,201510012,3.3160816634092307
0002201510012,QB,TE,WR,WR,RB,RB,,201510012,-0.3103721753929821
0003201510012,RB,WR,WR,QB,RB,RB,,201510012,-0.3103721753929821
0004201510012,RB,WR,WR,RB,QB,NaN,,201510012,-0.3103721753929821
0005201510012,QB,RB,WR,RB,WR,WR,,201510012,-0.3103721753929821
0006201510012,RB,WR,WR,NaN,QB,TE,,201510012,-0.2613660424361955
0007201510012,WR,RB,RB,NaN,RB,WR,,201510012,-0.3103721753929821
0008201510012,WR,RB,RB,QB,WR,RB,,201510012,-0.3103721753929821
0009201510012,WR,WR,RB,RB,QB,TE,,201510012,-0.3103721753929821
0010201510012,RB,WR,NaN,TE,NaN,WR,,201510012,-0.3103721753929821
0011201510012,WR,NaN,RB,WR,TE,WR,,201510012,-0.2613660424361955
0012201510012,WR,RB,RB,QB,WR,WR,,201510012,-0.3103721753929821
0001201010017,NaN,QB,NaN,RB,TE,NaN,,201010017,-0.7777777777777776
0002201010017,RB,QB,NaN,NaN,RB,NaN,,201010017,1.4444444444444442
0003201010017,RB,NaN,NaN,NaN,QB,NaN,,201010017,-0.7777777777777776
0004201010017,RB,NaN,WR,NaN,NaN,NaN,,201010017,-0.7777777777777776
0005201010017,NaN,NaN,NaN,NaN,NaN,NaN,,201010017,-0.7777777777777776
0006201010017,NaN,NaN,NaN,QB,NaN,NaN,,201010017,-0.7777777777777776
0007201010017,NaN,RB,RB,NaN,WR,TE,,201010017,0.3333333333333333
0008201010017,NaN,WR,NaN,QB,WR,NaN,,201010017,-0.7777777777777776
0009201010017,NaN,WR,WR,QB,RB,NaN,,201010017,1.4444444444444442
0010201010017,NaN,NaN,RB,NaN,NaN,TE,,201010017,1.4444444444444442
0001201610017,QB,WR,RB,WR,TE,RB,,201610017,-0.37919227940015254
0002201610017,WR,RB,RB,WR,WR,QB,,201610017,-0.376326395380123
0003201610017,RB,WR,WR,QB,RB,WR,,201610017,2.6457483037409792
0004201610017,RB,WR,RB,WR,WR,RB,,201610017,-0.3777593373901378
0005201610017,WR,RB,WR,RB,QB,WR,,201610017,-0.3748934533701083
0006201610017,RB,QB,WR,TE,RB,WR,,201610017,-0.37919227940015254
0007201610017,WR,TE,WR,RB,WR,RB,,201610017,-0.37919227940015254
0008201610017,WR,RB,RB,WR,QB,WR,,201610017,-0.37919227940015254
0001201710017,RB,WR,RB,WR,QB,TE,,201710017,-0.3361295455064201
0002201710017,WR,RB,QB,WR,WR,RB,,201710017,-0.3361295455064201
0003201710017,WR,RB,WR,RB,WR,RB,,201710017,-0.3361295455064201
0004201710017,WR,RB,RB,WR,QB,TE,,201710017,2.999951344690017
0005201710017,WR,QB,RB,TE,WR,RB,,201710017,-0.316733726377371
0006201710017,WR,RB,TE,WR,RB,QB,,201710017,-0.3361295455064201
0007201710017,RB,WR,WR,WR,RB,TE,,201710017,-0.33418996359351516
0008201710017,RB,WR,QB,WR,RB,RB,,201710017,-0.3322503816806103
0009201710017,RB,WR,RB,RB,RB,WR,,201710017,-0.3361295455064201
0010201710017,RB,RB,WR,RB,WR,WR,,201710017,-0.3361295455064201
0001201210023,RB,WR,NaN,QB,WR,NaN,,201210023,-0.31375857600605306
0002201210023,QB,RB,NaN,NaN,RB,QB,,201210023,-0.33777071192488367
0003201210023,QB,RB,NaN,NaN,NaN,NaN,,201210023,-0.32576464396546834
0004201210023,RB,NaN,QB,WR,QB,RB,,201210023,-0.33376868927174524
0005201210023,RB,NaN,QB,RB,NaN,TE,,201210023,-0.33777071192488367
0006201210023,QB,RB,WR,NaN,NaN,NaN,,201210023,-0.33777071192488367
0007201210023,QB,RB,RB,WR,NaN,NaN,,201210023,-0.33777071192488367
0008201210023,NaN,RB,WR,WR,NaN,WR,,201210023,2.9999161807925683
0009201210023,NaN,NaN,QB,TE,QB,NaN,,201210023,-0.33777071192488367
0010201210023,QB,RB,WR,NaN,NaN,QB,,201210023,-0.33777071192488367
0001201110030,RB,NaN,NaN,TE,QB,WR,,201110030,-0.8839385299387654
0002201110030,RB,WR,QB,NaN,WR,RB,,201110030,-0.861465516465746
0003201110030,RB,NaN,NaN,NaN,WR,NaN,,201110030,-0.7041544221546098
0004201110030,NaN,WR,RB,NaN,NaN,NaN,,201110030,0.8689565209567524
0005201110030,NaN,NaN,RB,NaN,QB,NaN,,201110030,-0.7041544221546098
0006201110030,RB,RB,QB,WR,NaN,NaN,,201110030,0.509388305388441
0007201110030,NaN,NaN,NaN,NaN,NaN,NaN,,201110030,1.498200898201297
0008201110030,NaN,WR,NaN,NaN,NaN,QB,,201110030,-0.7715734625736681
0009201110030,NaN,QB,RB,WR,NaN,NaN,,201110030,1.6330389790394138
0010201110030,NaN,NaN,QB,RB,TE,RB,,201110030,-0.8839385299387654
0011201110030,NaN,NaN,NaN,NaN,TE,NaN,,201110030,-0.8839385299387654
0012201110030,WR,RB,NaN,NaN,QB,NaN,,201110030,1.1835787095790247
0001201310030,RB,RB,NaN,QB,NaN,NaN,,201310030,-0.41710509940936835
0002201310030,NaN,WR,WR,NaN,RB,RB,,201310030,-0.2171108616796066
0003201310030,RB,NaN,WR,NaN,QB,WR,,201310030,-0.5522363411186668
0004201310030,QB,NaN,RB,NaN,NaN,WR,,201310030,-0.8711460715526111
0005201310030,RB,WR,RB,NaN,QB,NaN,,201310030,-0.3792683517307648
0006201310030,NaN,RB,WR,NaN,RB,WR,,201310030,-0.7143938311698249
0007201310030,WR,TE,RB,RB,WR,QB,,201310030,0.5936765885761842
0008201310030,RB,WR,RB,QB,WR,RB,,201310030,-0.4549418470879719
0009201310030,RB,WR,RB,NaN,RB,QB,,201310030,1.3071695448012801
0010201310030,NaN,RB,WR,NaN,WR,TE,,201310030,1.9882310030161443
0011201310030,RB,NaN,WR,RB,WR,TE,,201310030,1.2369012991124448
0012201310030,NaN,WR,QB,TE,NaN,NaN,,201310030,-1.5197760317572437
0001201610038,WR,WR,RB,WR,QB,RB,,201610038,-0.43133109281375365
0002201610038,WR,WR,WR,TE,RB,QB,,201610038,-0.43133109281375365
0003201610038,WR,RB,RB,WR,WR,QB,,201610038,-0.43133109281375365
0004201610038,WR,WR,WR,WR,RB,WR,,201610038,-0.43133109281375365
0005201610038,RB,WR,WR,TE,WR,RB,,201610038,-0.43133109281375365
0006201610038,RB,WR,RB,WR,WR,RB,,201610038,-0.43133109281375365
0007201610038,WR,RB,WR,WR,TE,WR,,201610038,-0.43133109281375365
0008201610038,TE,RB,WR,WR,QB,RB,,201610038,1.509658824848138
0009201610038,RB,RB,WR,QB,WR,RB,,201610038,-0.43133109281375365
0010201610038,RB,WR,RB,WR,RB,TE,,201610038,2.803652103289399
0011201610038,RB,WR,WR,RB,RB,RB,,201610038,-0.43133109281375365
0012201610038,WR,WR,RB,RB,RB,WR,,201610038,-0.43133109281375365
0001201110047,RB,WR,NaN,RB,RB,WR,,201110047,-0.7370463014996573
0002201110047,RB,RB,NaN,TE,QB,NaN,,201110047,-0.7370463014996573
0003201110047,NaN,NaN,NaN,NaN,QB,TE,,201110047,0.7791632330139233
0004201110047,QB,NaN,NaN,NaN,NaN,NaN,,201110047,-0.7370463014996573
0005201110047,RB,QB,WR,NaN,NaN,WR,,201110047,-0.7370463014996573
0006201110047,NaN,RB,NaN,QB,WR,NaN,,201110047,-0.2316431233284638
0007201110047,NaN,NaN,WR,QB,NaN,NaN,,201110047,-0.7370463014996573
0008201110047,NaN,QB,RB,NaN,QB,NaN,,201110047,-0.7370463014996573
0009201110047,RB,NaN,NaN,WR,TE,WR,,201110047,-0.7370463014996573
0010201110047,WR,RB,NaN,NaN,NaN,NaN,,201110047,0.7791632330139233
0011201110047,NaN,WR,NaN,NaN,RB,NaN,,201110047,-0.7370463014996573
0012201110047,QB,NaN,NaN,NaN,NaN,WR,,201110047,2.2953727675275037
0013201110047,NaN,RB,WR,NaN,QB,WR,,201110047,0.2737600548427298
0014201110047,RB,RB,NaN,TE,QB,NaN,,201110047,0.2737600548427298
0015201110047,RB,WR,RB,NaN,QB,NaN,,201110047,-0.7370463014996573
0016201110047,RB,RB,WR,QB,NaN,WR,,201110047,-0.7370463014996573
0017201110047,NaN,WR,NaN,NaN,NaN,NaN,,201110047,0.2737600548427298
0018201110047,NaN,NaN,NaN,RB,NaN,NaN,,201110047,-0.2316431233284638
0019201110047,QB,NaN,NaN,RB,NaN,NaN,,201110047,2.2953727675275037
0020201110047,NaN,QB,NaN,NaN,TE,NaN,,201110047,-0.7370463014996573
0021201110047,RB,QB,NaN,NaN,NaN,TE,,201110047,0.2737600548427298
0022201110047,NaN,QB,WR,RB,RB,NaN,,201110047,-0.2316431233284638
0023201110047,NaN,NaN,NaN,WR,NaN,WR,,201110047,2.2953727675275037
0024201110047,WR,NaN,NaN,NaN,NaN,NaN,,201110047,-0.7370463014996573
0001201310047,NaN,WR,QB,WR,RB,TE,,201310047,0.7373087284671364
0002201310047,RB,WR,WR,QB,QB,RB,,201310047,2.375772569505217
0003201310047,RB,TE,WR,NaN,WR,RB,,201310047,-0.08192319205190413
0004201310047,RB,TE,RB,NaN,NaN,NaN,,201310047,-0.9011551125709446
0005201310047,RB,RB,NaN,QB,WR,NaN,,201310047,-0.9011551125709446
0006201310047,WR,RB,NaN,QB,WR,RB,,201310047,-0.08192319205190413
0007201310047,QB,WR,RB,RB,WR,WR,,201310047,-0.9011551125709446
0008201310047,RB,NaN,NaN,NaN,WR,WR,,201310047,-0.08192319205190413
0009201310047,RB,WR,NaN,RB,NaN,QB,,201310047,-0.08192319205190413
0010201310047,RB,RB,WR,RB,NaN,WR,,201310047,1.5565406489861768
0011201310047,NaN,QB,WR,RB,NaN,TE,,201310047,-0.9011551125709446
0012201310047,WR,WR,NaN,RB,NaN,TE,,201310047,-0.9011551125709446
0013201310047,NaN,QB,RB,WR,QB,WR,,201310047,-0.08192319205190413
0014201310047,RB,WR,QB,NaN,NaN,TE,,201310047,-0.9011551125709446
0015201310047,RB,NaN,NaN,WR,WR,RB,,201310047,-0.9011551125709446
0016201310047,NaN,WR,QB,WR,RB,NaN,,201310047,-0.9011551125709446
0017201310047,RB,NaN,WR,NaN,NaN,QB,,201310047,-0.08192319205190413
0018201310047,RB,NaN,QB,WR,NaN,TE,,201310047,1.5565406489861768
0019201310047,RB,RB,NaN,WR,WR,QB,,201310047,-0.08192319205190413
0020201310047,QB,NaN,RB,WR,NaN,RB,,201310047,1.5565406489861768
0001201510047,RB,WR,WR,QB,RB,TE,,201510047,-0.5388159060803247
0002201510047,QB,RB,WR,RB,RB,NaN,,201510047,-0.5388159060803247
0003201510047,QB,RB,WR,TE,RB,WR,,201510047,-0.5388159060803247
0004201510047,RB,RB,NaN,WR,TE,RB,,201510047,-0.5388159060803247
0005201510047,RB,WR,TE,RB,WR,QB,,201510047,0.8980265101338746
0006201510047,RB,QB,WR,WR,WR,RB,,201510047,-0.5388159060803247
0007201510047,WR,WR,NaN,RB,QB,RB,,201510047,-0.5388159060803247
0008201510047,RB,RB,WR,TE,WR,QB,,201510047,2.334868926348074
0001201610047,WR,RB,WR,WR,RB,TE,,201610047,-0.4003309888857614
0002201610047,WR,WR,RB,QB,WR,RB,,201610047,-0.4003309888857614
0003201610047,WR,WR,WR,WR,QB,RB,,201610047,-0.4003309888857614
0004201610047,WR,WR,WR,RB,RB,WR,,201610047,-0.4003309888857614
0005201610047,WR,WR,RB,WR,RB,WR,,201610047,-0.4003309888857614
0006201610047,RB,WR,RB,WR,WR,TE,,201610047,-0.4003309888857614
0007201610047,WR,RB,RB,RB,QB,WR,,201610047,-0.4003309888857614
0008201610047,WR,WR,RB,TE,RB,RB,,201610047,-0.4003309888857614
0009201610047,RB,WR,WR,RB,WR,WR,,201610047,-0.4003309888857614
0010201610047,RB,WR,WR,WR,TE,RB,,201610047,3.093466732299065
0011201610047,RB,TE,WR,QB,WR,RB,,201610047,-0.4003309888857614
0012201610047,RB,WR,RB,WR,WR,WR,,201610047,0.9098431565585487
0001200810057,RB,NaN,NaN,NaN,TE,NaN,,200810057,-1.5002258030822133
0002200810057,QB,NaN,NaN,QB,NaN,NaN,,200810057,0.1954201947902683
0003200810057,NaN,NaN,NaN,NaN,RB,NaN,,200810057,1.626497313562079
0004200810057,NaN,RB,NaN,NaN,NaN,NaN,,200810057,-1.0853336972197976
0005200810057,NaN,NaN,WR,NaN,QB,NaN,,200810057,1.2416698530520123
0006200810057,RB,NaN,NaN,WR,WR,RB,,200810057,1.0372302646560394
0007200810057,NaN,QB,NaN,WR,NaN,NaN,,200810057,-0.8748811797533549
0008200810057,NaN,NaN,QB,NaN,NaN,NaN,,200810057,-0.6163252297231537
0009200810057,NaN,NaN,NaN,RB,NaN,NaN,,200810057,0.23751069828355684
0010200810057,NaN,QB,NaN,NaN,NaN,NaN,,200810057,-0.261562414565436
0001201410057,WR,TE,WR,NaN,RB,WR,,201410057,1.3582433897910777
0002201410057,RB,QB,WR,TE,RB,WR,,201410057,0.2364312965477546
0003201410057,NaN,WR,NaN,NaN,WR,RB,,201410057,-0.39866867158470876
0004201410057,RB,QB,RB,NaN,NaN,RB,,201410057,-1.6095134706409941
0005201410057,QB,RB,WR,RB,WR,TE,,201410057,0.004946261434053003
0006201410057,RB,QB,WR,TE,NaN,WR,,201410057,-0.15531260902927888
0007201410057,WR,QB,NaN,WR,NaN,WR,,201410057,0.8240471549133048
0008201410057,RB,NaN,QB,WR,WR,TE,,201410057,-2.0784190545892613
0009201410057,RB,QB,WR,TE,RB,NaN,,201410057,-0.5292499734437199
0010201410057,RB,QB,TE,RB,WR,WR,,201410057,0.9724349979349085
0011201410057,RB,RB,WR,QB,NaN,NaN,,201410057,0.9664994842140443
0012201410057,QB,RB,WR,TE,NaN,PK,,201410057,0.4085611944528148
0001201510057,RB,WR,RB,RB,TE,WR,,201510057,-0.3790712527517176
0002201510057,WR,QB,RB,RB,NaN,WR,,201510057,0.9206016138256
0003201510057,RB,RB,RB,WR,WR,QB,,201510057,-0.703989469396047
0004201510057,RB,WR,WR,RB,WR,WR,,201510057,-0.703989469396047
0005201510057,WR,NaN,WR,WR,WR,RB,,201510057,-0.703989469396047
0006201510057,RB,WR,WR,WR,RB,QB,,201510057,-0.703989469396047
0007201510057,RB,RB,TE,WR,WR,RB,,201510057,-0.703989469396047
0008201510057,NaN,RB,RB,RB,WR,WR,,201510057,-0.703989469396047
0009201510057,TE,RB,RB,QB,RB,RB,,201510057,0.5956833971812706
0010201510057,RB,RB,WR,WR,RB,RB,,201510057,1.8953562637585883
0011201510057,WR,WR,WR,NaN,TE,WR,,201510057,1.8953562637585883
0012201510057,WR,WR,RB,RB,NaN,WR,,201510057,-0.703989469396047
0001201210068,QB,NaN,NaN,WR,NaN,NaN,,201210068,0.6660101754521279
0002201210068,QB,RB,NaN,NaN,NaN,NaN,,201210068,-0.870936383283552
0003201210068,QB,RB,WR,NaN,NaN,RB,,201210068,2.202956734187808
0004201210068,RB,QB,NaN,NaN,TE,NaN,,201210068,-0.870936383283552
0005201210068,RB,QB,RB,WR,WR,NaN,,201210068,-0.870936383283552
0006201210068,RB,RB,NaN,WR,WR,TE,,201210068,-0.3586208637049921
0007201210068,QB,RB,WR,NaN,RB,NaN,,201210068,-0.870936383283552
0008201210068,NaN,QB,TE,WR,NaN,RB,,201210068,1.178325695030688
0009201210068,NaN,NaN,NaN,QB,NaN,NaN,,201210068,0.1536946558735679
0010201210068,QB,WR,TE,NaN,RB,WR,,201210068,-0.3586208637049921
0001201310068,NaN,WR,WR,RB,WR,RB,,201310068,-0.6642689693998748
0002201310068,RB,WR,NaN,NaN,WR,QB,,201310068,-0.6642689693998748
0003201310068,WR,RB,NaN,RB,WR,NaN,,201310068,-0.6642689693998748
0004201310068,RB,QB,NaN,NaN,TE,NaN,,201310068,-0.6642689693998748
0005201310068,QB,WR,RB,WR,WR,RB,,201310068,-0.6642689693998748
0006201310068,WR,NaN,RB,RB,WR,NaN,,201310068,-0.6642689693998748
0007201310068,RB,QB,RB,NaN,QB,WR,,201310068,-0.051097613030759555
0008201310068,RB,TE,WR,NaN,QB,NaN,,201310068,2.0950021342611436
0009201310068,RB,NaN,NaN,QB,WR,NaN,,201310068,0.255488065153798
0010201310068,RB,RB,WR,QB,TE,WR,,201310068,-0.6642689693998748
0011201310068,NaN,RB,NaN,WR,TE,QB,,201310068,0.255488065153798
0012201310068,NaN,QB,WR,NaN,RB,RB,,201310068,2.0950021342611436
0001201510068,RB,WR,NaN,WR,NaN,NaN,,201510068,1.46207075030573
0002201510068,RB,WR,TE,NaN,RB,WR,,201510068,-0.4330690576854947
0003201510068,WR,RB,WR,NaN,RB,RB,,201510068,1.832215244054016
0004201510068,WR,WR,RB,WR,RB,WR,,201510068,0.3368314893109403
0005201510068,NaN,RB,WR,RB,WR,RB,,201510068,-0.7884077716838493
0006201510068,RB,TE,NaN,RB,WR,RB,,201510068,-0.23319103106142022
0007201510068,RB,WR,WR,RB,NaN,NaN,,201510068,-1.0327031375577183
0008201510068,RB,NaN,RB,WR,NaN,NaN,,201510068,0.4848892868102548
0009201510068,NaN,RB,WR,RB,TE,RB,,201510068,-0.3590401589358375
0010201510068,RB,NaN,NaN,WR,TE,WR,,201510068,0.8698395603084723
0011201510068,RB,WR,RB,RB,WR,NaN,,201510068,-0.34423437918590605
0012201510068,RB,NaN,WR,NaN,TE,WR,,201510068,-1.7952007946791875
0001201110080,NaN,WR,NaN,NaN,TE,QB,,201110080,-0.8164965809277261
0002201110080,RB,NaN,NaN,WR,RB,NaN,,201110080,-0.8164965809277261
0003201110080,NaN,NaN,NaN,WR,NaN,NaN,,201110080,-1.2247448713915892
