,01,02,03,04,05,06,07,League,Points
0004201518648,RB,NaN,WR,RB,TE,WR,,201518648,-0.33633639699815626
0005201518648,WR,RB,RB,WR,RB,WR,,201518648,-0.33633639699815626
0006201518648,WR,RB,RB,NaN,RB,WR,,201518648,-0.33633639699815626
0007201518648,RB,WR,QB,RB,WR,RB,,201518648,-0.33633639699815626
0008201518648,TE,RB,RB,RB,NaN,WR,,201518648,-0.33633639699815626
0009201518648,WR,QB,WR,RB,WR,NaN,,201518648,-0.33633639699815626
0010201518648,WR,WR,TE,QB,QB,RB,,201518648,-0.33633639699815626
0011201518648,RB,WR,NaN,RB,WR,TE,,201518648,3.2960966905819307
0012201518648,WR,RB,WR,RB,NaN,WR,,201518648,0.06726727939963123
0001200818780,RB,NaN,NaN,NaN,NaN,RB,,200818780,1.117672507502781
0002200818780,NaN,NaN,NaN,NaN,TE,RB,,200818780,0.06085048086450692
0003200818780,QB,NaN,NaN,NaN,NaN,NaN,,200818780,-0.8628286132839058
0004200818780,RB,NaN,NaN,NaN,NaN,NaN,,200818780,-0.9626858126513018
0005200818780,NaN,NaN,WR,NaN,WR,NaN,,200818780,0.23560057975744989
0006200818780,NaN,NaN,RB,NaN,QB,NaN,,200818780,-1.1790430779473264
0007200818780,NaN,NaN,NaN,NaN,TE,NaN,,200818780,1.117672507502781
0008200818780,NaN,NaN,NaN,NaN,NaN,NaN,,200818780,0.89299380892614
0009200818780,RB,NaN,QB,NaN,NaN,NaN,,200818780,-1.9695792396058778
0010200818780,NaN,NaN,NaN,WR,NaN,NaN,,200818780,1.5919942044979118
0011200818780,NaN,NaN,WR,NaN,NaN,NaN,,200818780,-0.313614016763228
0012200818780,NaN,NaN,QB,RB,NaN,NaN,,200818780,0.6849579769107318
0013200818780,QB,NaN,NaN,NaN,NaN,NaN,,200818780,-0.9460429460900691
0014200818780,NaN,QB,NaN,WR,RB,NaN,,200818780,0.2688863128799152
0015200818780,QB,NaN,RB,NaN,NaN,WR,,200818780,1.0261367414160014
0016200818780,NaN,NaN,NaN,NaN,NaN,QB,,200818780,-0.7629714139165098
0001201318780,QB,RB,NaN,NaN,RB,WR,,201318780,-0.2530994556418391
0002201318780,NaN,WR,NaN,QB,TE,PK,,201318780,-0.26227526672251
0003201318780,QB,WR,NaN,RB,NaN,PK,,201318780,-0.259216663028953
0004201318780,QB,WR,NaN,RB,WR,WR,,201318780,-0.25615805933539604
0005201318780,QB,NaN,RB,WR,NaN,NaN,,201318780,-0.25615805933539604
0006201318780,NaN,RB,WR,NaN,NaN,NaN,,201318780,-0.24698224825472517
0007201318780,RB,QB,TE,RB,WR,QB,,201318780,-0.259216663028953
0008201318780,NaN,RB,NaN,NaN,NaN,WR,,201318780,-0.259216663028953
0009201318780,QB,RB,NaN,WR,NaN,PK,,201318780,-0.259216663028953
0010201318780,QB,RB,RB,NaN,RB,NaN,,201318780,-0.259216663028953
0011201318780,WR,RB,NaN,WR,QB,PK,,201318780,-0.26227526672251
0012201318780,QB,WR,WR,RB,NaN,PK,,201318780,-0.259216663028953
0013201318780,WR,QB,RB,NaN,NaN,PK,,201318780,-0.259216663028953
0014201318780,QB,WR,NaN,NaN,WR,PK,,201318780,-0.26227526672251
0015201318780,QB,RB,WR,NaN,NaN,NaN,,201318780,3.8729569269665105
0016201318780,QB,RB,NaN,TE,WR,RB,,201318780,-0.259216663028953
0001201618913,WR,WR,WR,WR,WR,RB,,201618913,-0.8557155865669708
0002201618913,RB,WR,WR,WR,WR,TE,,201618913,-0.10435555933743546
0003201618913,WR,WR,WR,QB,WR,TE,,201618913,0.7304889153620482
0004201618913,WR,WR,RB,WR,QB,RB,,201618913,0.10435555933743546
0005201618913,WR,WR,WR,WR,WR,RB,,201618913,-1.356622271386661
0006201618913,WR,WR,TE,QB,RB,WR,,201618913,-1.1896533764467643
0007201618913,WR,RB,WR,RB,WR,WR,,201618913,1.607075613796506
0008201618913,WR,WR,WR,RB,RB,WR,,201618913,-1.1896533764467643
0009201618913,TE,WR,WR,WR,RB,RB,,201618913,0.7304889153620482
0010201618913,RB,WR,RB,RB,WR,WR,,201618913,-0.688746691627074
0011201618913,WR,RB,WR,WR,WR,RB,,201618913,1.14791115271179
0012201618913,WR,RB,WR,QB,WR,TE,,201618913,1.0644267052418417
0001201019318,WR,WR,NaN,LB,NaN,NaN,,201019318,-0.09308076191305195
0002201019318,RB,"S""",NaN,DE,LB,QB,,201019318,1.4582652699711467
0003201019318,NaN,NaN,NaN,NaN,NaN,NaN,,201019318,-0.19650383070533187
0004201019318,DT,NaN,NaN,LB,DE,RB,,201019318,-0.5067730370821716
0005201019318,WR,NaN,RB,LB,DE,RB,,201019318,0.010342306879227953
0006201019318,RB,WR,TE,NaN,"S""",QB,,201019318,-1.127311449835851
0007201019318,NaN,WR,TE,NaN,QB,NaN,,201019318,-0.5067730370821716
0008201019318,QB,NaN,"S""","S""",DE,RB,,201019318,2.1822267515171063
0009201019318,DT,NaN,CB,NaN,NaN,TE,,201019318,-0.09308076191305195
0010201019318,NaN,NaN,NaN,WR,NaN,NaN,,201019318,-1.127311449835851
0001201219318,QB,NaN,WR,NaN,NaN,NaN,,201219318,0.720288731683528
0002201219318,NaN,QB,TE,RB,WR,WR,,201219318,0.7262214730152531
0003201219318,QB,WR,NaN,NaN,NaN,NaN,,201219318,-0.5819479906301215
0004201219318,QB,WR,NaN,TE,WR,NaN,,201219318,1.3254283475194835
0005201219318,QB,RB,WR,TE,NaN,NaN,,201219318,0.6728268010297276
0006201219318,NaN,QB,WR,WR,RB,NaN,,201219318,0.5749365690562642
0007201219318,QB,RB,NaN,RB,WR,NaN,,201219318,-0.151824244080055
0008201219318,RB,RB,QB,WR,NaN,NaN,,201219318,0.827078075654579
0009201219318,NaN,RB,NaN,TE,TE,NaN,,201219318,-1.6023794996868308
0010201219318,QB,NaN,NaN,NaN,NaN,WR,,201219318,-0.6857709639353099
0011201219318,QB,NaN,TE,PK,RB,NaN,,201219318,-1.8248572996265204
0001201719318,WR,WR,NaN,NaN,,,,201719318,-0.25628683919072887
0002201719318,WR,NaN,NaN,QB,,,,201719318,-0.2591543842446111
0003201719318,RB,NaN,NaN,TE,,,,201719318,-0.2591543842446111
0004201719318,TE,WR,NaN,NaN,,,,201719318,-0.2591543842446111
0005201719318,RB,RB,NaN,NaN,,,,201719318,-0.2591543842446111
0006201719318,QB,WR,NaN,NaN,,,,201719318,-0.2591543842446111
0007201719318,NaN,NaN,RB,NaN,,,,201719318,-0.2591543842446111
0008201719318,TE,RB,NaN,NaN,,,,201719318,-0.25628683919072887
0009201719318,NaN,RB,NaN,TE,,,,201719318,3.8729780383997556
0010201719318,NaN,RB,NaN,WR,,,,201719318,-0.2591543842446111
0011201719318,WR,RB,NaN,NaN,,,,201719318,-0.2591543842446111
0012201719318,NaN,NaN,NaN,NaN,,,,201719318,-0.2534192941368466
0013201719318,NaN,NaN,TE,NaN,,,,201719318,-0.2591543842446111
0014201719318,NaN,NaN,WR,NaN,,,,201719318,-0.25628683919072887
0015201719318,TE,QB,NaN,NaN,,,,201719318,-0.2591543842446111
0016201719318,NaN,NaN,NaN,WR,,,,201719318,-0.2591543842446111
0001201019455,RB,NaN,WR,NaN,NaN,NaN,,201019455,-0.3354609474899254
0002201019455,QB,NaN,NaN,RB,NaN,NaN,,201019455,-0.3354609474899254
0003201019455,NaN,WR,QB,NaN,NaN,WR,,201019455,-0.33386351440664
0004201019455,RB,WR,NaN,RB,QB,NaN,,201019455,-0.3354609474899254
0005201019455,NaN,NaN,RB,QB,NaN,NaN,,201019455,-0.3226814828236425
0006201019455,RB,RB,NaN,NaN,NaN,RB,,201019455,2.9999793304099045
0007201019455,NaN,QB,WR,WR,NaN,NaN,,201019455,-0.3354609474899254
0008201019455,NaN,NaN,WR,NaN,TE,NaN,,201019455,-0.33226608132335467
0009201019455,NaN,NaN,NaN,NaN,RB,TE,,201019455,-0.3354609474899254
0010201019455,NaN,NaN,NaN,NaN,QB,TE,,201019455,-0.33386351440664
0001201319455,RB,WR,NaN,NaN,NaN,NaN,,201319455,-1.0531394154111597
0002201319455,RB,WR,RB,TE,QB,PK,,201319455,-0.007196852497114987
0003201319455,NaN,NaN,WR,TE,NaN,NaN,,201319455,-1.6384834185098454
0004201319455,RB,WR,NaN,RB,TE,NaN,,201319455,-0.42941219899452754
0005201319455,RB,RB,TE,NaN,NaN,NaN,,201319455,-1.0531394154111597
0006201319455,NaN,TE,TE,NaN,NaN,PK,,201319455,1.3841946302784491
0007201319455,NaN,NaN,WR,PK,NaN,NaN,,201319455,1.221065973677176
0008201319455,RB,RB,WR,NaN,NaN,NaN,,201319455,-0.045580065815061584
0009201319455,RB,NaN,QB,WR,PK,NaN,,201319455,1.5761106968681822
0010201319455,NaN,QB,NaN,NaN,NaN,NaN,,201319455,0.5877429539310572
0011201319455,RB,TE,NaN,NaN,WR,NaN,,201319455,0.2422940340695379
0012201319455,NaN,RB,NaN,NaN,NaN,WR,,201319455,-0.7844569221855336
0001201519455,QB,WR,RB,TE,WR,WR,,201519455,0.9733285267845753
0002201519455,QB,RB,TE,RB,QB,WR,,201519455,0.6488856845230502
0003201519455,QB,TE,WR,WR,QB,RB,,201519455,0.0
0004201519455,QB,QB,WR,WR,NaN,RB,,201519455,-1.6222142113076254
0001201219593,RB,TE,RB,WR,WR,WR,,201219593,0.30151134457776363
0002201219593,QB,TE,NaN,WR,RB,QB,,201219593,0.30151134457776363
0003201219593,NaN,NaN,RB,RB,NaN,QB,,201219593,-0.9045340337332909
0004201219593,QB,RB,NaN,NaN,NaN,TE,,201219593,1.507556722888818
0005201219593,NaN,WR,NaN,NaN,WR,NaN,,201219593,0.30151134457776363
0006201219593,WR,RB,QB,NaN,NaN,NaN,,201219593,-0.9045340337332909
0007201219593,RB,NaN,NaN,NaN,TE,QB,,201219593,-0.9045340337332909
0008201219593,RB,QB,NaN,WR,WR,NaN,,201219593,-0.9045340337332909
0009201219593,QB,WR,NaN,WR,TE,WR,,201219593,-0.9045340337332909
0010201219593,RB,RB,WR,NaN,NaN,NaN,,201219593,-0.9045340337332909
0011201219593,NaN,RB,QB,NaN,NaN,NaN,,201219593,1.507556722888818
0012201219593,QB,RB,WR,NaN,NaN,WR,,201219593,1.507556722888818
0001201019732,RB,WR,WR,RB,NaN,QB,,201019732,1.5484013575681663
0002201019732,RB,NaN,QB,NaN,NaN,NaN,,201019732,-0.7094070597442138
0003201019732,NaN,QB,NaN,WR,NaN,TE,,201019732,-1.8457874552126965
0004201019732,RB,QB,NaN,QB,NaN,NaN,,201019732,0.3372590939767571
0005201019732,NaN,NaN,NaN,QB,TE,NaN,,201019732,-1.0009783454236272
0006201019732,NaN,NaN,WR,NaN,NaN,NaN,,201019732,0.3372590939767571
0007201019732,NaN,NaN,NaN,NaN,WR,RB,,201019732,1.1820682037658266
0008201019732,QB,RB,RB,WR,NaN,NaN,,201019732,-0.0888835543239239
0009201019732,QB,NaN,NaN,NaN,RB,TE,,201019732,0.24006866541695265
0001201419732,RB,RB,NaN,WR,QB,QB,,201419732,-0.5003492825124315
0002201419732,WR,QB,NaN,RB,RB,NaN,,201419732,-0.5003492825124315
0003201419732,WR,WR,RB,WR,RB,NaN,,201419732,-0.5000946388753443
0004201419732,QB,WR,NaN,RB,WR,NaN,,201419732,1.9959222918523534
0005201419732,RB,QB,WR,NaN,WR,RB,,201419732,-0.5003492825124315
0006201419732,WR,QB,RB,RB,NaN,TE,,201419732,-0.4995853516011702
0007201419732,RB,WR,NaN,WR,WR,NaN,,201419732,-0.4995853516011702
0008201419732,RB,TE,QB,WR,WR,NaN,,201419732,-0.4995853516011702
0009201419732,NaN,TE,RB,RB,NaN,NaN,,201419732,2.0040708882391405
0010201419732,RB,QB,WR,WR,RB,RB,,201419732,-0.5000946388753443
0001200919872,WR,NaN,NaN,NaN,QB,NaN,,200919872,-0.009274856714268592
0002200919872,NaN,QB,NaN,NaN,NaN,NaN,,200919872,-0.751263393855681
0003200919872,RB,NaN,WR,RB,NaN,RB,,200919872,-0.13293961290450398
0004200919872,NaN,QB,NaN,NaN,NaN,NaN,,200919872,0.04225212503166283
0005200919872,RB,QB,NaN,WR,TE,PK,,200919872,-1.4726411382987208
0006200919872,NaN,NaN,NaN,NaN,NaN,NaN,,200919872,1.1243187416962226
0007200919872,NaN,QB,RB,NaN,WR,NaN,,200919872,1.4747022175685562
0008200919872,NaN,QB,NaN,NaN,NaN,TE,,200919872,-0.9367605281410342
0009200919872,RB,NaN,QB,NaN,NaN,NaN,,200919872,1.4953130102669288
0010200919872,RB,NaN,NaN,NaN,NaN,NaN,,200919872,-0.8337065646491713
0001201519872,RB,WR,NaN,WR,QB,WR,,201519872,0.6937678310081864
0002201519872,RB,NaN,WR,WR,NaN,NaN,,201519872,0.07526726468485108
0003201519872,RB,WR,WR,RB,WR,RB,,201519872,0.07035853003149127
0004201519872,RB,RB,QB,WR,WR,WR,,201519872,0.20289436567220598
0005201519872,RB,RB,QB,WR,WR,RB,,201519872,0.06544979537813146
0006201519872,WR,RB,WR,QB,WR,NaN,,201519872,0.2912515894326825
0007201519872,WR,TE,RB,QB,RB,NaN,,201519872,1.8424117398943805
0008201519872,RB,WR,NaN,WR,RB,NaN,,201519872,0.006544979537813816
0009201519872,WR,RB,RB,WR,TE,WR,,201519872,0.8263036666489011
0010201519872,QB,WR,RB,RB,WR,WR,,201519872,-1.9324052085393089
0011201519872,WR,WR,QB,RB,RB,NaN,,201519872,-1.8685916580456314
0012201519872,QB,RB,WR,RB,WR,RB,,201519872,-0.27325289570369504
0001201619872,RB,WR,QB,RB,WR,PK,,201619872,0.25651461666777015
0002201619872,WR,RB,WR,TE,LB,TE,,201619872,-0.5906896218679845
0003201619872,RB,WR,QB,WR,NaN,DE,,201619872,-0.7507170891469603
0004201619872,RB,WR,TE,WR,QB,LB,,201619872,1.932096332882929
0005201619872,RB,RB,QB,WR,RB,TE,,201619872,-0.5436227197271092
0006201619872,RB,WR,WR,QB,LB,PK,,201619872,0.33182166009317055
0007201619872,WR,QB,RB,RB,QB,TE,,201619872,0.8401442032146232
0008201619872,TE,WR,RB,RB,RB,WR,,201619872,-1.475547382116439
0001200820013,NaN,QB,NaN,TE,NaN,RB,,200820013,-0.5578560024792013
0002200820013,NaN,NaN,NaN,NaN,NaN,NaN,,200820013,-0.5578560024792013
0003200820013,QB,NaN,NaN,NaN,NaN,NaN,,200820013,-0.3347136014875208
0004200820013,NaN,NaN,NaN,NaN,NaN,NaN,,200820013,-0.5578560024792013
0005200820013,NaN,NaN,NaN,NaN,WR,NaN,,200820013,1.8967104084292845
0006200820013,NaN,RB,WR,NaN,NaN,NaN,,200820013,-0.5578560024792013
0007200820013,NaN,NaN,NaN,NaN,NaN,NaN,,200820013,-0.5578560024792013
0008200820013,NaN,RB,WR,NaN,NaN,NaN,,200820013,-0.5578560024792013
0009200820013,NaN,NaN,NaN,QB,NaN,NaN,,200820013,-0.5578560024792013
0010200820013,RB,NaN,NaN,QB,NaN,NaN,,200820013,0.5578560024792013
0011200820013,NaN,WR,RB,QB,NaN,RB,,200820013,-0.5578560024792013
0012200820013,QB,NaN,NaN,NaN,TE,NaN,,200820013,2.3429952104126452
0001201420155,QB,WR,RB,TE,QB,NaN,,201420155,1.070043301983793
0002201420155,QB,TE,WR,NaN,RB,RB,,201420155,0.44633864508977855
0003201420155,WR,WR,RB,QB,NaN,NaN,,201420155,-1.190886079257009
0004201420155,RB,RB,QB,TE,WR,NaN,,201420155,0.3293940219221509
0005201420155,NaN,WR,NaN,RB,WR,NaN,,201420155,-0.2358383233880496
0006201420155,RB,WR,WR,QB,NaN,NaN,,201420155,0.2514309398103991
0007201420155,RB,TE,QB,RB,WR,NaN,,201420155,-1.541719948759892
0008201420155,RB,RB,RB,NaN,QB,WR,,201420155,-0.9277606771298468
0009201420155,RB,WR,NaN,TE,WR,NaN,,201420155,1.9373825904770317
0010201420155,QB,WR,RB,NaN,NaN,WR,,201420155,-0.13838447074835988
0001201020298,NaN,NaN,WR,NaN,NaN,QB,,201020298,1.6644794391276476
0002201020298,QB,RB,NaN,NaN,NaN,WR,,201020298,-0.8962581595302717
0003201020298,NaN,QB,NaN,NaN,NaN,NaN,,201020298,0.3841106397986879
0004201020298,RB,NaN,NaN,WR,NaN,NaN,,201020298,0.3841106397986879
0005201020298,NaN,WR,WR,NaN,QB,TE,,201020298,-0.8962581595302717
0006201020298,QB,NaN,RB,WR,NaN,NaN,,201020298,-0.8962581595302717
0007201020298,RB,NaN,QB,NaN,NaN,WR,,201020298,0.3841106397986879
0008201020298,NaN,NaN,NaN,RB,RB,TE,,201020298,1.6644794391276476
0009201020298,NaN,NaN,WR,RB,RB,NaN,,201020298,-0.8962581595302717
0010201020298,NaN,QB,NaN,NaN,QB,TE,,201020298,-0.8962581595302717
0001201420298,RB,WR,WR,NaN,QB,QB,,201420298,-1.0582134322539878
0002201420298,QB,RB,NaN,WR,TE,WR,,201420298,1.2933719727548738
0003201420298,RB,RB,WR,RB,QB,WR,,201420298,-1.0582134322539878
0004201420298,TE,RB,RB,QB,NaN,QB,,201420298,0.5095101710852533
0005201420298,WR,QB,WR,QB,NaN,NaN,,201420298,0.5095101710852533
0006201420298,RB,WR,TE,QB,QB,NaN,,201420298,-1.0582134322539878
0007201420298,RB,WR,RB,TE,NaN,WR,,201420298,-1.0582134322539878
0008201420298,QB,WR,WR,QB,RB,NaN,,201420298,0.5095101710852533
0009201420298,NaN,WR,QB,RB,NaN,NaN,,201420298,-1.0582134322539878
0010201420298,RB,TE,QB,NaN,RB,RB,,201420298,-0.2743516305843673
0011201420298,RB,WR,WR,QB,QB,RB,,201420298,-1.0582134322539878
0012201420298,QB,QB,WR,NaN,WR,RB,,201420298,1.2933719727548738
0013201420298,WR,WR,QB,QB,RB,RB,,201420298,-1.0582134322539878
0014201420298,RB,NaN,RB,WR,WR,WR,,201420298,1.2933719727548738
0015201420298,QB,WR,RB,NaN,QB,WR,,201420298,1.2933719727548738
0016201420298,RB,WR,QB,RB,WR,QB,,201420298,1.2933719727548738
0017201420298,TE,WR,RB,QB,QB,RB,,201420298,1.2933719727548738
0018201420298,RB,WR,QB,RB,NaN,WR,,201420298,-0.2743516305843673
0019201420298,NaN,QB,WR,WR,WR,WR,,201420298,-1.0582134322539878
0020201420298,RB,NaN,TE,RB,QB,NaN,,201420298,-0.2743516305843673
0001201720298,RB,WR,WR,WR,WR,DE,,201720298,1.2885275818855275
0002201720298,RB,QB,WR,RB,WR,WR,,201720298,-1.5280308498939899
0003201720298,WR,RB,TE,RB,WR,QB,,201720298,0.08143111112287726
0004201720298,WR,RB,RB,WR,WR,WR,,201720298,0.39757542489404757
0005201720298,WR,RB,WR,RB,QB,TE,,201720298,-1.5567712420550053
0006201720298,WR,RB,WR,RB,RB,TE,,201720298,0.9436428759533417
0007201720298,RB,RB,RB,WR,TE,WR,,201720298,0.7999409151482644
0008201720298,WR,WR,QB,WR,WR,LB,,201720298,-0.292193986970324
0009201720298,WR,RB,WR,RB,RB,QB,,201720298,-0.6945594772245408
0010201720298,WR,RB,TE,QB,WR,RB,,201720298,-1.2118865361228195
0011201720298,WR,WR,WR,WR,WR,DE,,201720298,1.259787189724512
0012201720298,RB,WR,WR,WR,QB,LB,,201720298,0.5125369935381096
0001201120587,RB,NaN,QB,RB,NaN,NaN,,201120587,0.7604419947463605
0002201120587,WR,NaN,RB,NaN,QB,NaN,,201120587,-0.2632299212583557
0003201120587,NaN,RB,NaN,NaN,TE,RB,,201120587,-0.2632299212583557
0004201120587,QB,WR,NaN,NaN,NaN,TE,,201120587,-1.8718572178371955
0005201120587,NaN,RB,QB,WR,TE,NaN,,201120587,0.6142031496028296
0006201120587,NaN,NaN,QB,RB,NaN,NaN,,201120587,0.32172545931576785
0007201120587,RB,WR,QB,NaN,NaN,NaN,,201120587,1.0529196850334224
0008201120587,RB,NaN,NaN,NaN,NaN,WR,,201120587,0.32172545931576785
0009201120587,NaN,NaN,NaN,QB,NaN,TE,,201120587,-1.7256183726936647
0010201120587,RB,WR,NaN,NaN,QB,NaN,,201120587,1.0529196850334224
0001201420587,WR,WR,TE,RB,WR,RB,,201420587,-2.172024194307041
0002201420587,RB,RB,RB,WR,QB,WR,,201420587,-0.09761906491267568
0003201420587,RB,RB,WR,NaN,NaN,QB,,201420587,0.6345239219323945
0004201420587,RB,WR,RB,NaN,QB,NaN,,201420587,-1.683928869743661
0005201420587,TE,RB,WR,RB,WR,NaN,,201420587,0.6345239219323945
0006201420587,WR,RB,QB,WR,WR,RB,,201420587,0.14642859736901437
0007201420587,RB,NaN,WR,NaN,TE,WR,,201420587,0.6345239219323945
0008201420587,RB,NaN,WR,WR,WR,QB,,201420587,0.6345239219323945
0009201420587,NaN,WR,TE,NaN,NaN,RB,,201420587,0.6345239219323945
0010201420587,QB,WR,RB,WR,RB,TE,,201420587,0.6345239219323945
0001201520587,RB,WR,WR,RB,QB,WR,,201520587,0.0
0002201520587,QB,RB,NaN,RB,WR,WR,,201520587,2.4494897427831783
0003201520587,RB,RB,WR,QB,WR,QB,,201520587,-0.8164965809277261
0004201520587,WR,RB,TE,NaN,WR,RB,,201520587,-0.8164965809277261
0005201520587,WR,WR,WR,RB,RB,NaN,,201520587,0.8164965809277261
0006201520587,RB,RB,WR,WR,WR,TE,,201520587,0.0
0007201520587,TE,NaN,RB,NaN,WR,QB,,201520587,-0.8164965809277261
0008201520587,WR,WR,RB,RB,TE,WR,,201520587,-0.8164965809277261
0009201520587,RB,RB,WR,RB,QB,WR,,201520587,0.8164965809277261
0010201520587,RB,QB,WR,WR,RB,NaN,,201520587,-0.8164965809277261
0011201520587,RB,RB,WR,WR,QB,WR,,201520587,0.8164965809277261
0012201520587,WR,WR,WR,RB,RB,RB,,201520587,-0.8164965809277261
0001201320733,RB,WR,RB,NaN,NaN,NaN,,201320733,-1.417621065213156
0002201320733,RB,WR,TE,WR,RB,NaN,,201320733,-0.22311227418609011
0003201320733,RB,WR,RB,NaN,RB,WR,,201320733,1.959955516311651
0004201320733,RB,RB,NaN,QB,WR,NaN,,201320733,-1.376431106901878
0005201320733,RB,RB,RB,NaN,WR,WR,,201320733,0.8478266419071414
0006201320733,RB,NaN,WR,QB,WR,WR,,201320733,0.724256766973307
0007201320733,NaN,TE,RB,WR,NaN,RB,,201320733,0.683066808662029
0008201320733,NaN,NaN,NaN,WR,RB,WR,,201320733,-0.4290620657424808
0009201320733,WR,WR,WR,RB,NaN,NaN,,201320733,-0.6762018156101496
0010201320733,RB,WR,RB,RB,QB,TE,,201320733,1.012586475152254
0011201320733,RB,NaN,WR,NaN,RB,NaN,,201320733,-0.8821516071665403
0012201320733,NaN,NaN,NaN,NaN,TE,NaN,,201320733,-0.22311227418609011
0001201220880,RB,RB,WR,NaN,NaN,WR,,201220880,1.013672770860016
0002201220880,RB,RB,WR,NaN,TE,NaN,,201220880,0.9120662029437768
0003201220880,NaN,RB,NaN,QB,WR,NaN,,201220880,-1.1819126315039339
0004201220880,NaN,QB,RB,WR,NaN,NaN,,201220880,1.0247169630248245
0005201220880,NaN,WR,NaN,RB,NaN,NaN,,201220880,-1.0184585874647665
0006201220880,RB,NaN,WR,NaN,WR,TE,,201220880,1.020299286158901
0007201220880,RB,NaN,NaN,NaN,NaN,QB,,201220880,0.783953573831997
0008201220880,QB,NaN,WR,NaN,NaN,WR,,201220880,0.02632199132612708
0009201220880,RB,QB,WR,WR,RB,RB,,201220880,-1.1752861162050487
0010201220880,QB,RB,NaN,NaN,WR,WR,,201220880,-1.1620330856072782
0011201220880,TE,TE,NaN,NaN,NaN,WR,,201220880,0.9363634257063558
0012201220880,WR,RB,QB,NaN,NaN,NaN,,201220880,-1.1797037930709722
0001201121028,NaN,NaN,RB,QB,NaN,NaN,,201121028,-0.4407213195084901
0002201121028,RB,RB,QB,RB,NaN,TE,,201121028,0.29466832408997934
0003201121028,NaN,NaN,NaN,WR,NaN,NaN,,201121028,-1.1581746303362652
0004201121028,NaN,RB,TE,NaN,NaN,WR,,201121028,-0.342071489269671
0005201121028,RB,WR,NaN,QB,NaN,NaN,,201121028,-1.1492064639509179
0006201121028,RB,NaN,NaN,QB,WR,NaN,,201121028,-0.4765939850498789
0007201121028,NaN,NaN,NaN,WR,WR,NaN,,201121028,-1.1402382975655707
0008201121028,NaN,NaN,NaN,NaN,QB,NaN,,201121028,1.6085046995433423
0009201121028,QB,WR,NaN,RB,TE,NaN,,201121028,1.5412434516532385
0010201121028,NaN,WR,NaN,NaN,NaN,NaN,,201121028,0.5816496484210893
0011201121028,NaN,QB,NaN,RB,NaN,NaN,,201121028,1.1466441306979622
0012201121028,WR,QB,NaN,RB,RB,NaN,,201121028,1.1780327130466774
0013201121028,RB,WR,NaN,NaN,RB,TE,,201121028,-0.651473229564149
0014201121028,NaN,NaN,NaN,QB,TE,NaN,,201121028,-0.9922635522073422
0001201221177,NaN,RB,QB,WR,TE,NaN,,201221177,-0.024303651047183742
0002201221177,QB,RB,WR,RB,NaN,QB,,201221177,-0.024303651047183742
0003201221177,QB,NaN,NaN,NaN,NaN,NaN,,201221177,-0.7048058803683267
0004201221177,QB,RB,NaN,NaN,WR,NaN,,201221177,-0.7048058803683267
0005201221177,WR,RB,QB,NaN,NaN,NaN,,201221177,3.3782074955585313
0006201221177,TE,QB,RB,NaN,NaN,WR,,201221177,-0.024303651047183742
0007201221177,QB,NaN,NaN,NaN,TE,NaN,,201221177,-0.36455476570775525
0008201221177,QB,NaN,NaN,RB,NaN,WR,,201221177,-0.7048058803683267
0009201221177,RB,WR,NaN,NaN,WR,QB,,201221177,-0.36455476570775525
0010201221177,RB,WR,WR,QB,WR,NaN,,201221177,-0.36455476570775525
0011201221177,RB,TE,QB,NaN,NaN,WR,,201221177,-0.024303651047183742
0012201221177,WR,RB,WR,RB,NaN,NaN,,201221177,0.31594746361338777
0013201221177,NaN,QB,NaN,TE,NaN,WR,,201221177,0.31594746361338777
0014201221177,NaN,NaN,NaN,NaN,NaN,NaN,,201221177,-0.7048058803683267
0001201521177,RB,RB,WR,RB,RB,QB,,201521177,-0.4833682445228318
0002201521177,RB,WR,WR,WR,RB,QB,,201521177,-0.4833682445228318
0003201521177,WR,NaN,WR,WR,NaN,RB,,201521177,-0.4833682445228318
0004201521177,RB,WR,WR,RB,RB,WR,,201521177,-0.4833682445228318
0005201521177,WR,QB,WR,WR,TE,RB,,201521177,2.2234939248050263
0006201521177,RB,RB,WR,RB,RB,WR,,201521177,-0.09667364890456635
0007201521177,WR,WR,RB,WR,TE,RB,,201521177,-0.4833682445228318
0008201521177,TE,RB,RB,WR,WR,WR,,201521177,-0.4833682445228318
0009201521177,QB,RB,TE,NaN,WR,RB,,201521177,2.2234939248050263
0010201521177,RB,WR,RB,NaN,RB,TE,,201521177,-0.4833682445228318
0011201521177,WR,RB,RB,RB,WR,WR,,201521177,-0.4833682445228318
0012201521177,WR,RB,WR,WR,NaN,RB,,201521177,-0.4833682445228318
0001201321327,WR,QB,NaN,RB,TE,WR,,201321327,0.6777424274444306
0002201321327,RB,TE,NaN,NaN,QB,NaN,,201321327,0.598396972524107
0003201321327,NaN,RB,NaN,QB,NaN,RB,,201321327,-1.7951909175723209
0004201321327,RB,NaN,WR,QB,WR,NaN,,201321327,-0.34052424403305537
0005201321327,RB,NaN,WR,WR,RB,WR,,201321327,-1.266221218103497
0006201321327,RB,WR,NaN,NaN,QB,TE,,201321327,1.0876939445327691
0007201321327,QB,RB,NaN,RB,NaN,WR,,201321327,-0.40664545646665834
0008201321327,NaN,NaN,WR,WR,WR,NaN,,201321327,1.7092333414086371
0009201321327,RB,WR,RB,QB,TE,NaN,,201321327,-1.1207545507495704
